"short_name","overall","potential","value_eur","wage_eur","age","dob","club_name","height_cm","weight_kg","league_name","player_positions","nationality_name","preferred_foot","weak_foot","pace","shooting","passing","dribbling","defending","physic","year","Type"
"F. Mendy",83,86,43500000,170000,26,"1995-06-08","Real Madrid CF",180,73,"Spain Primera Division","LB","France","Left",5,92,64,76,79,78,84,2022,"DEF"
"A. Wan-Bissaka",83,87,48500000,115000,23,"1997-11-26","Manchester United",183,72,"English Premier League","RB","England","Right",2,85,52,69,79,81,75,2022,"DEF"
"Ronaldo Cabrais",83,83,35500000,49000,29,"1992-02-29","Grêmio",177,75,"Campeonato Brasileiro Série A","CAM","Brazil","Right",4,88,77,83,84,35,72,2022,"MID"
"Arthur",83,85,4.7e+07,90000,24,"1996-08-12","Juventus",171,73,"Italian Serie A","CM","Brazil","Right",3,69,67,83,88,72,70,2022,"MID"
"Gabriel Jesus",83,87,52500000,150000,24,"1997-04-03","Manchester City",175,73,"English Premier League","ST","Brazil","Right",3,84,81,72,86,39,73,2022,"FRD"
"O. Dembélé",83,88,5.5e+07,165000,24,"1997-05-15","FC Barcelona",178,67,"Spain Primera Division","RW","France","Left",5,93,77,77,86,36,56,2022,"FRD"
"M. Mount",83,89,58500000,120000,22,"1999-01-10","Chelsea",178,70,"English Premier League","CAM","England","Right",4,74,79,84,83,55,65,2022,"MID"
"F. Chiesa",83,91,80500000,74000,23,"1997-10-25","Juventus",175,70,"Italian Serie A","RW","Italy","Right",4,91,81,74,85,48,73,2022,"FRD"
"F. Valverde",83,89,5.8e+07,160000,22,"1998-07-22","Real Madrid CF",182,78,"Spain Primera Division","CM","Uruguay","Right",4,86,74,78,79,77,80,2022,"MID"
"J. Koundé",83,89,5.3e+07,33000,22,"1998-11-12","Sevilla FC",181,75,"Spain Primera Division","CB","France","Right",3,81,45,64,72,84,78,2022,"DEF"
"João Félix",83,91,8.2e+07,61000,21,"1999-11-10","Atlético de Madrid",181,72,"Spain Primera Division","CF","Portugal","Right",4,82,79,76,86,40,68,2022,"FRD"
"Pepe",82,82,5500000,14000,38,"1983-02-26","FC Porto",188,80,"Portuguese Liga ZON SAGRES","CB","Portugal","Right",3,80,51,60,61,82,87,2022,"DEF"
"Raúl Albiol",82,82,8e+06,30000,35,"1985-09-04","Villarreal CF",190,82,"Spain Primera Division","CB","Spain","Right",3,40,41,62,63,86,73,2022,"DEF"
"I. Rakitic",82,82,18500000,39000,33,"1988-03-10","Sevilla FC",184,78,"Spain Primera Division","CM","Croatia","Right",4,57,79,85,78,75,69,2022,"MID"
"G. Bale",82,82,2.5e+07,170000,31,"1989-07-16","Real Madrid CF",185,82,"Spain Primera Division","RM","Wales","Left",3,82,84,82,80,55,70,2022,"MID"
"É. Banega",82,82,1.5e+07,46000,33,"1988-06-29","Al Shabab",174,75,"Saudi Abdul L. Jameel League","CDM","Argentina","Right",4,62,75,84,82,76,71,2022,"MID"
"M. Pjanic",82,82,2.5e+07,155000,31,"1990-04-02","Besiktas JK",178,72,"Turkish Süper Lig","CM","Bosnia and Herzegovina","Right",4,65,68,83,81,75,67,2022,"MID"
"Yuri Berchiche",82,82,2.2e+07,35000,31,"1990-02-10","Athletic Club de Bilbao",181,80,"Spain Primera Division","LB","Spain","Left",3,83,68,76,76,79,82,2022,"DEF"
"L. Stindl",82,82,2.4e+07,41000,32,"1988-08-26","Borussia Mönchengladbach",181,80,"German 1. Bundesliga","CAM","Germany","Right",4,61,84,81,81,60,73,2022,"MID"
"Oscar",82,82,3e+07,38000,29,"1991-09-09","Shanghai Port FC",179,70,"Chinese Super League","CAM","Brazil","Right",3,78,79,82,82,59,67,2022,"MID"
"Coutinho",82,82,3e+07,165000,29,"1992-06-12","FC Barcelona",172,68,"Spain Primera Division","CAM","Brazil","Right",4,69,79,80,88,52,59,2022,"MID"
"C. Eriksen",82,82,29500000,120000,29,"1992-02-14","Inter",181,76,"Italian Serie A","CM","Denmark","Right",5,62,78,88,81,53,52,2022,"MID"
"D. Blind",82,82,2.1e+07,23000,31,"1990-03-09","Ajax",180,72,"Holland Eredivisie","CB","Netherlands","Left",3,45,64,82,79,83,72,2022,"DEF"
"M. Götze",82,82,3e+07,29000,29,"1992-06-03","PSV",177,71,"Holland Eredivisie","CAM","Germany","Right",4,68,75,83,84,55,69,2022,"MID"
"J. Corona",82,82,30500000,22000,28,"1993-01-06","FC Porto",173,66,"Portuguese Liga ZON SAGRES","RM","Mexico","Right",5,83,67,79,85,74,60,2022,"MID"
"A. Lacazette",82,82,3e+07,110000,30,"1991-05-28","Arsenal",175,73,"English Premier League","ST","France","Right",4,75,82,74,82,44,72,2022,"FRD"
"I. Gueye",82,82,21500000,88000,31,"1989-09-26","Paris Saint-Germain",174,66,"French Ligue 1","CDM","Senegal","Right",3,69,62,71,78,83,77,2022,"MID"
"Mário Fernandes",82,82,26500000,57000,30,"1990-09-19","PFC CSKA Moscow",187,80,"Russian Premier League","RB","Russia","Right",3,82,61,74,78,79,79,2022,"DEF"
"Isco",82,82,3e+07,175000,29,"1992-04-21","Real Madrid CF",176,79,"Spain Primera Division","CAM","Spain","Right",3,66,75,80,88,59,59,2022,"MID"
"W. Zaha",82,82,3.1e+07,85000,28,"1992-11-10","Crystal Palace",180,66,"English Premier League","CF","Côte d'Ivoire","Right",3,89,77,73,87,34,75,2022,"FRD"
"L. Muriel",82,82,3e+07,70000,30,"1991-04-16","Atalanta",179,79,"Italian Serie A","ST","Colombia","Right",4,89,83,74,86,27,67,2022,"FRD"
"Campaña",82,82,30500000,43000,28,"1993-05-31","Levante Unión Deportiva",179,70,"Spain Primera Division","CM","Spain","Right",3,68,74,83,82,71,72,2022,"MID"
"Gabriel Paulista",82,82,2.5e+07,44000,30,"1990-11-26","Valencia CF",185,72,"Spain Primera Division","CB","Brazil","Right",2,67,49,71,65,84,83,2022,"DEF"
"J. Veretout",82,83,29500000,66000,28,"1993-03-01","Roma",177,67,"Italian Serie A","CDM","France","Right",3,77,75,77,79,77,81,2022,"MID"
"Suso",82,82,32500000,42000,27,"1993-11-19","Sevilla FC",176,70,"Spain Primera Division","RW","Spain","Left",3,76,76,82,85,32,55,2022,"FRD"
"T. Hazard",82,82,30500000,75000,28,"1993-03-29","Borussia Dortmund",175,71,"German 1. Bundesliga","LM","Belgium","Right",4,80,76,80,85,52,66,2022,"MID"
"Juan Bernat",82,82,27500000,90000,28,"1993-03-01","Paris Saint-Germain",170,67,"French Ligue 1","LB","Spain","Left",3,82,65,78,82,76,68,2022,"DEF"
"Portu",82,82,3e+07,51000,29,"1992-05-21","Real Sociedad",167,66,"Spain Primera Division","RW","Spain","Right",4,90,78,77,79,59,79,2022,"FRD"
"H. Çalhanoglu",82,83,3.5e+07,115000,27,"1994-02-08","Inter",178,76,"Italian Serie A","CAM","Turkey","Right",4,67,78,84,85,59,57,2022,"MID"
"E. Can",82,83,3.5e+07,72000,27,"1994-01-12","Borussia Dortmund",186,86,"German 1. Bundesliga","CM","Germany","Right",4,78,78,78,80,84,87,2022,"MID"
"Saúl",82,85,39500000,68000,26,"1994-11-21","Chelsea",184,75,"English Premier League","CM","Spain","Left",4,71,78,78,79,78,79,2022,"MID"
"M. de Roon",82,82,25500000,59000,30,"1991-03-29","Atalanta",185,76,"Italian Serie A","CDM","Netherlands","Right",3,66,68,71,73,82,83,2022,"MID"
"Grimaldo",82,85,3.7e+07,18000,25,"1995-09-20","SL Benfica",171,69,"Portuguese Liga ZON SAGRES","LB","Spain","Left",2,87,65,81,83,74,71,2022,"DEF"
"A. Romagnoli",82,83,31500000,49000,26,"1995-01-12","AC Milan",185,75,"Italian Serie A","CB","Italy","Left",3,68,40,56,68,85,78,2022,"DEF"
"D. Berardi",82,82,33500000,51000,26,"1994-08-01","U.S. Sassuolo Calcio",183,72,"Italian Serie A","RW","Italy","Left",3,79,80,81,85,36,69,2022,"FRD"
"N. Tagliafico",82,82,27500000,24000,28,"1992-08-31","Ajax",172,65,"Holland Eredivisie","LB","Argentina","Left",2,80,55,73,76,81,81,2022,"DEF"
"N. Süle",82,87,40500000,78000,25,"1995-09-03","FC Bayern München",195,99,"German 1. Bundesliga","CB","Germany","Right",3,65,42,59,51,83,81,2022,"DEF"
"Alex Telles",82,82,27500000,130000,28,"1992-12-15","Manchester United",181,71,"English Premier League","LB","Brazil","Left",2,83,73,82,78,77,73,2022,"DEF"
"Anderson Talisca",82,83,35500000,61000,27,"1994-02-01","Al Nassr",190,80,"Saudi Abdul L. Jameel League","CF","Brazil","Left",4,80,83,81,83,52,75,2022,"FRD"
"R. De Paul",82,83,3.5e+07,68000,27,"1994-05-24","Atlético de Madrid",180,70,"Spain Primera Division","CM","Argentina","Right",3,78,76,80,82,71,79,2022,"MID"
"Rafa",82,82,30500000,22000,28,"1993-05-17","SL Benfica",170,63,"Portuguese Liga ZON SAGRES","RM","Portugal","Right",3,94,73,74,86,50,52,2022,"MID"
"Diego Carlos",82,84,30500000,37000,28,"1993-03-15","Sevilla FC",185,86,"Spain Primera Division","CB","Brazil","Right",4,76,47,63,68,81,83,2022,"DEF"
"A. Rebic",82,82,32500000,54000,27,"1993-09-21","AC Milan",185,78,"Italian Serie A","LM","Croatia","Right",4,86,83,75,81,48,80,2022,"MID"
"C. Lenglet",82,86,37500000,145000,26,"1995-06-17","FC Barcelona",186,81,"Spain Primera Division","CB","France","Left",4,72,45,67,66,83,79,2022,"DEF"
"J. Maddison",82,85,41500000,1e+05,24,"1996-11-23","Leicester City",175,73,"English Premier League","CAM","England","Right",4,75,78,84,84,54,60,2022,"MID"
"M. Locatelli",82,87,4.2e+07,74000,23,"1998-01-08","Juventus",185,75,"Italian Serie A","CDM","Italy","Right",4,61,72,79,77,79,79,2022,"MID"
"M. Ødegaard",82,88,4.9e+07,89000,22,"1998-12-17","Arsenal",178,68,"English Premier League","CAM","Norway","Left",2,77,74,83,84,58,62,2022,"MID"
"Rúben Neves",82,87,4.6e+07,89000,24,"1997-03-13","Wolverhampton Wanderers",180,80,"English Premier League","CM","Portugal","Right",4,59,75,85,77,74,73,2022,"MID"
"Diogo Jota",82,87,4.6e+07,120000,24,"1996-12-04","Liverpool",178,73,"English Premier League","LW","Portugal","Right",5,84,81,73,85,57,77,2022,"FRD"
"J. Gomez",82,88,43500000,1e+05,24,"1997-05-23","Liverpool",188,77,"English Premier League","CB","England","Right",3,81,30,66,69,83,78,2022,"DEF"
"Fabián",82,86,4.2e+07,77000,25,"1996-04-03","Napoli",189,70,"Italian Serie A","CM","Spain","Left",3,63,78,79,82,74,71,2022,"MID"
"C. Pulisic",82,88,4.9e+07,120000,22,"1998-09-18","Chelsea",177,69,"English Premier League","LW","United States","Right",4,89,70,73,86,37,59,2022,"FRD"
"Palhinha",82,87,4.1e+07,18000,25,"1995-07-09","Sporting CP",190,82,"Portuguese Liga ZON SAGRES","CDM","Portugal","Right",4,60,65,70,72,85,88,2022,"MID"
"D. Upamecano",82,90,6.4e+07,70000,22,"1998-10-27","FC Bayern München",186,90,"German 1. Bundesliga","CB","France","Right",3,81,43,62,68,81,81,2022,"DEF"
"Mario Hermoso",82,85,35500000,62000,26,"1995-06-18","Atlético de Madrid",185,76,"Spain Primera Division","CB","Spain","Left",3,75,49,72,71,83,80,2022,"DEF"
"L. Bailey",82,85,41500000,75000,23,"1997-08-09","Aston Villa",178,77,"English Premier League","RM","Jamaica","Left",4,93,78,74,84,33,64,2022,"MID"
"B. Chilwell",82,86,40500000,1e+05,24,"1996-12-21","Chelsea",178,77,"English Premier League","LWB","England","Left",3,76,53,77,78,78,75,2022,"DEF"
"Josué Chiamulera",82,82,25500000,41000,29,"1992-02-29","Grêmio",185,80,"Campeonato Brasileiro Série A","CB","Brazil","Right",3,78,43,56,64,85,79,2022,"DEF"
"Richarlison",82,87,46500000,1e+05,24,"1997-05-10","Everton",181,71,"English Premier League","ST","Brazil","Right",5,83,78,73,83,53,80,2022,"FRD"
"C. Romero",82,87,41500000,51000,23,"1998-04-27","Tottenham Hotspur",185,79,"English Premier League","CB","Argentina","Right",2,76,46,52,61,83,84,2022,"DEF"
"D. Dumfries",82,84,3.5e+07,1e+05,25,"1996-04-18","Inter",188,80,"Italian Serie A","RB","Netherlands","Right",3,80,61,66,72,78,89,2022,"DEF"
"Raphinha",82,87,4.6e+07,89000,24,"1996-12-14","Leeds United",176,68,"English Premier League","RM","Brazil","Left",4,91,76,76,84,49,72,2022,"MID"
"A. Isak",82,86,4.5e+07,37000,21,"1999-09-21","Real Sociedad",192,77,"Spain Primera Division","ST","Sweden","Right",5,84,82,68,79,29,69,2022,"FRD"
"D. Rice",82,87,4.3e+07,69000,22,"1999-01-14","West Ham United",185,80,"English Premier League","CDM","England","Right",3,66,53,71,74,81,79,2022,"MID"
"A. Davies",82,89,5.7e+07,59000,20,"2000-11-02","FC Bayern München",183,75,"German 1. Bundesliga","LB","Canada","Left",4,96,67,71,82,75,75,2022,"DEF"
"F. Neuhaus",82,87,4.6e+07,36000,24,"1997-03-16","Borussia Mönchengladbach",185,74,"German 1. Bundesliga","CM","Germany","Right",4,64,72,79,82,66,67,2022,"MID"
"Y. En-Nesyri",82,86,4.4e+07,37000,24,"1997-06-01","Sevilla FC",188,78,"Spain Primera Division","ST","Morocco","Left",4,78,83,58,78,35,76,2022,"FRD"
"T. Ndombele",82,87,4.6e+07,95000,24,"1996-12-28","Tottenham Hotspur",179,76,"English Premier League","CAM","France","Right",3,71,72,81,88,69,72,2022,"MID"
"T. Soucek",82,85,3.6e+07,81000,26,"1995-02-27","West Ham United",192,86,"English Premier League","CDM","Czech Republic","Right",3,64,72,74,74,82,85,2022,"MID"
"Éder Militão",82,89,56500000,130000,23,"1998-01-18","Real Madrid CF",186,78,"Spain Primera Division","CB","Brazil","Right",3,83,50,69,71,83,82,2022,"DEF"
"Ferran Torres",82,90,68500000,120000,21,"2000-02-29","Manchester City",184,77,"English Premier League","RW","Spain","Right",4,82,79,78,82,35,66,2022,"FRD"
"Pau Torres",82,89,56500000,35000,24,"1997-01-16","Villarreal CF",191,80,"Spain Primera Division","CB","Spain","Left",3,71,38,67,70,84,80,2022,"DEF"
"Dani Olmo",82,87,4.6e+07,78000,23,"1998-05-07","RB Leipzig",179,72,"German 1. Bundesliga","CAM","Spain","Right",4,67,76,81,86,50,60,2022,"MID"
"Joaquín",81,81,8500000,23000,39,"1981-07-21","Real Betis Balompié",179,75,"Spain Primera Division","RM","Spain","Right",3,68,80,84,81,44,55,2022,"MID"
"B. Yilmaz",81,81,1.1e+07,39000,35,"1985-07-15","LOSC Lille",188,77,"French Ligue 1","ST","Turkey","Right",4,79,83,69,73,34,79,2022,"FRD"
"Nani",81,81,1.2e+07,14000,34,"1986-11-17","Orlando City Soccer Club",177,70,"USA Major League Soccer","LW","Portugal","Right",5,70,77,81,85,37,68,2022,"FRD"
"A. Gignac",81,81,1.1e+07,50000,35,"1985-12-05","Tigres U.A.N.L.",189,85,"Mexican Liga MX","ST","France","Right",3,68,83,73,75,41,84,2022,"FRD"
"H. Herrera",81,81,2.1e+07,63000,31,"1990-04-19","Atlético de Madrid",185,78,"Spain Primera Division","CM","Mexico","Right",4,70,75,76,76,78,84,2022,"MID"
"G. Higuaín",81,81,16500000,14000,33,"1987-12-10","Inter Miami CF",186,89,"USA Major League Soccer","ST","Argentina","Right",4,58,84,71,78,29,71,2022,"FRD"
"José Fonte",81,81,4600000,30000,37,"1983-12-22","LOSC Lille",191,84,"French Ligue 1","CB","Portugal","Right",3,32,46,62,63,83,77,2022,"DEF"
"J. Vertonghen",81,81,8500000,18000,34,"1987-04-24","SL Benfica",189,86,"Portuguese Liga ZON SAGRES","CB","Belgium","Left",3,76,62,72,67,83,78,2022,"DEF"
"Lucas Leiva",81,81,9e+06,64000,34,"1987-01-09","Lazio",179,78,"Italian Serie A","CDM","Brazil","Right",3,56,65,73,76,82,69,2022,"MID"
"I. Perišic",81,81,20500000,105000,32,"1989-02-02","Inter",186,80,"Italian Serie A","LM","Croatia","Left",5,81,79,76,79,64,74,2022,"MID"
"A. Vidal",81,81,1.2e+07,105000,34,"1987-05-22","Inter",180,75,"Italian Serie A","CM","Chile","Right",4,65,79,79,79,82,82,2022,"MID"
"M. Kruse",81,81,16500000,45000,33,"1988-03-19","1. FC Union Berlin",180,76,"German 1. Bundesliga","CF","Germany","Left",4,64,81,81,82,40,66,2022,"FRD"
"M. Arnautovic",81,81,2.1e+07,48000,32,"1989-04-19","Bologna",192,83,"Italian Serie A","ST","Austria","Right",4,79,81,79,78,44,82,2022,"FRD"
"Marlos",81,81,1.6e+07,2000,33,"1988-06-07","Shakhtar Donetsk",174,76,"Ukrainian Premier League","CAM","Ukraine","Left",3,79,76,78,86,47,68,2022,"MID"
"B. André",81,81,21500000,43000,30,"1990-08-03","LOSC Lille",180,74,"French Ligue 1","CDM","France","Right",3,67,64,74,75,80,85,2022,"MID"
"N. Otamendi",81,81,12500000,18000,33,"1988-02-12","SL Benfica",183,76,"Portuguese Liga ZON SAGRES","CB","Argentina","Right",3,63,57,62,59,83,81,2022,"DEF"
"T. Delaney",81,81,2.2e+07,34000,29,"1991-09-03","Sevilla FC",182,79,"Spain Primera Division","CDM","Denmark","Left",4,75,71,74,74,83,82,2022,"MID"
"A. Delort",81,81,25500000,49000,29,"1991-10-09","OGC Nice",181,83,"French Ligue 1","ST","Algeria","Right",3,84,82,73,75,37,85,2022,"FRD"
"K. Kampl",81,81,24500000,83000,30,"1990-10-09","RB Leipzig",178,66,"German 1. Bundesliga","CM","Slovenia","Right",4,70,67,81,85,63,62,2022,"MID"
"D. Ings",81,81,26500000,90000,28,"1992-07-23","Aston Villa",178,73,"English Premier League","ST","England","Right",4,79,84,70,80,45,70,2022,"FRD"
"Pizzi",81,81,2.1e+07,19000,31,"1989-10-06","SL Benfica",177,72,"Portuguese Liga ZON SAGRES","CM","Portugal","Right",4,75,77,81,82,64,66,2022,"MID"
"Jonathan Viera",81,81,21500000,15000,31,"1989-10-01","Unión Deportiva Las Palmas",171,67,"Spanish Segunda División","CAM","Spain","Right",4,82,75,79,82,63,69,2022,"MID"
"J. Rodríguez",81,81,25500000,105000,29,"1991-07-12","Everton",180,75,"English Premier League","RW","Colombia","Left",3,53,86,86,86,50,60,2022,"FRD"
"Danilo",81,81,22500000,83000,29,"1991-07-15","Juventus",184,78,"Italian Serie A","RB","Brazil","Right",4,73,67,73,74,82,79,2022,"DEF"
"Sergi Roberto",81,81,22500000,140000,29,"1992-02-07","FC Barcelona",178,68,"Spain Primera Division","RB","Spain","Right",3,76,63,80,77,76,73,2022,"DEF"
"S. Berghuis",81,81,25500000,26000,29,"1991-12-19","Ajax",182,75,"Holland Eredivisie","RW","Netherlands","Left",3,80,81,82,82,36,66,2022,"FRD"
"Paco Alcácer",81,81,2.8e+07,45000,27,"1993-08-30","Villarreal CF",175,70,"Spain Primera Division","ST","Spain","Right",4,77,84,69,81,35,61,2022,"FRD"
"Nacho Fernández",81,81,17500000,140000,31,"1990-01-18","Real Madrid CF",180,76,"Spain Primera Division","CB","Spain","Right",4,78,37,66,69,81,80,2022,"DEF"
"Danilo Pereira",81,81,2.2e+07,85000,29,"1991-09-09","Paris Saint-Germain",188,83,"French Ligue 1","CDM","Portugal","Right",3,64,63,71,73,80,86,2022,"MID"
"Lucas Moura",81,81,2.6e+07,105000,28,"1992-08-13","Tottenham Hotspur",174,70,"English Premier League","RM","Brazil","Right",4,90,79,70,86,43,68,2022,"MID"
"J. Tarkowski",81,82,24500000,46000,28,"1992-11-19","Burnley",188,81,"English Premier League","CB","England","Right",4,57,45,67,65,82,81,2022,"DEF"
"A. Florenzi",81,81,2.2e+07,58000,30,"1991-03-11","AC Milan",173,67,"Italian Serie A","RB","Italy","Right",4,76,77,79,80,76,62,2022,"DEF"
"K. Zouma",81,84,3e+07,75000,26,"1994-10-27","West Ham United",190,95,"English Premier League","CB","France","Right",3,65,51,63,57,81,85,2022,"DEF"
"Iñigo Martínez",81,81,2.1e+07,33000,30,"1991-05-17","Athletic Club de Bilbao",182,77,"Spain Primera Division","CB","Spain","Left",3,71,56,66,64,81,79,2022,"DEF"
"W. Orban",81,82,24500000,79000,28,"1992-11-03","RB Leipzig",186,87,"German 1. Bundesliga","CB","Hungary","Right",3,49,36,52,55,84,80,2022,"DEF"
"A. Milik",81,82,3e+07,81000,27,"1994-02-28","Olympique de Marseille",186,78,"French Ligue 1","ST","Poland","Left",3,64,84,67,76,39,71,2022,"FRD"
"J. Ward-Prowse",81,84,33500000,69000,26,"1994-11-01","Southampton",173,66,"English Premier League","CM","England","Right",3,59,74,86,78,67,73,2022,"MID"
"E. Višca",81,81,21500000,50000,31,"1990-02-17","Istanbul Basaksehir FK",172,63,"Turkish Süper Lig","RM","Bosnia and Herzegovina","Right",4,87,78,78,82,47,64,2022,"MID"
"M. Arnold",81,82,26500000,66000,27,"1994-05-27","VfL Wolfsburg",184,74,"German 1. Bundesliga","CDM","Germany","Left",2,65,81,79,78,76,74,2022,"MID"
"L. Paredes",81,83,2.8e+07,81000,27,"1994-06-29","Paris Saint-Germain",180,75,"French Ligue 1","CDM","Argentina","Right",4,66,71,83,79,76,79,2022,"MID"
"A. Januzaj",81,81,2.8e+07,45000,26,"1995-02-05","Real Sociedad",186,76,"Spain Primera Division","RW","Belgium","Left",4,79,75,80,83,30,58,2022,"FRD"
"E. Forsberg",81,81,25500000,87000,29,"1991-10-23","RB Leipzig",177,76,"German 1. Bundesliga","CAM","Sweden","Right",4,70,73,82,83,35,62,2022,"MID"
"A. Belotti",81,82,3e+07,61000,27,"1993-12-20","Torino F.C.",181,84,"Italian Serie A","ST","Italy","Right",5,76,81,59,78,38,83,2022,"FRD"
"Lucas Vázquez",81,81,2.5e+07,170000,30,"1991-07-01","Real Madrid CF",173,70,"Spain Primera Division","RW","Spain","Right",4,82,73,79,80,69,69,2022,"FRD"
"Fred",81,81,22500000,120000,28,"1993-03-05","Manchester United",169,62,"English Premier League","CDM","Brazil","Left",4,77,66,77,81,75,71,2022,"MID"
"A. Rabiot",81,82,3e+07,87000,26,"1995-04-03","Juventus",192,80,"Italian Serie A","CM","France","Left",3,76,74,76,80,76,79,2022,"MID"
"P. Zielinski",81,82,29500000,74000,27,"1994-05-20","Napoli",180,75,"Italian Serie A","CM","Poland","Right",5,81,75,81,85,70,61,2022,"MID"
"Otávio",81,82,30500000,19000,26,"1995-02-09","FC Porto",172,71,"Portuguese Liga ZON SAGRES","LM","Portugal","Right",3,78,69,79,85,63,68,2022,"MID"
"D. Machís",81,81,2.6e+07,34000,28,"1993-02-07","Granada CF",174,74,"Spain Primera Division","LM","Venezuela","Right",4,88,80,75,83,38,70,2022,"MID"
"A. Martial",81,84,34500000,130000,25,"1995-12-05","Manchester United",184,76,"English Premier League","ST","France","Right",4,87,80,73,85,35,68,2022,"FRD"
"J. Brandt",81,85,3.6e+07,64000,25,"1996-05-02","Borussia Dortmund",185,83,"German 1. Bundesliga","CAM","Germany","Right",4,73,75,80,84,48,66,2022,"MID"
"J. Correa",81,82,3.1e+07,76000,26,"1994-08-13","Inter",189,75,"Italian Serie A","CF","Argentina","Right",4,84,75,77,85,39,69,2022,"FRD"
